:ID,:LABEL,namespace:string,bel:string,name:string,involved_other:string
5061,BiologicalProcess,GOBP,"bp(GOBP:""NMDA selective glutamate receptor signaling pathway"")",NMDA selective glutamate receptor signaling pathway,NMDA selective glutamate receptor signaling pathway
5062,BiologicalProcess,GOBP,"bp(GOBP:""response to oxidative stress"")",response to oxidative stress,response to oxidative stress
5063,BiologicalProcess,GOBP,"bp(GOBP:""lipid oxidation"")",lipid oxidation,lipid oxidation
5064,BiologicalProcess,GOBP,"bp(GOBP:""positive regulation of neuron apoptotic process"")",positive regulation of neuron apoptotic process,positive regulation of neuron apoptotic process
5065,BiologicalProcess,GOBP,"bp(GOBP:""regulation of synaptic transmission, glutamatergic"")","regulation of synaptic transmission, glutamatergic","regulation of synaptic transmission, glutamatergic"
5066,BiologicalProcess,GOBP,"bp(GOBP:""insulin-like growth factor receptor signaling pathway"")",insulin-like growth factor receptor signaling pathway,insulin-like growth factor receptor signaling pathway
5067,BiologicalProcess,GOBP,"bp(GOBP:""blood circulation"")",blood circulation,blood circulation
5068,BiologicalProcess,GOBP,"bp(GOBP:""negative regulation of synaptic transmission, glutamatergic"")","negative regulation of synaptic transmission, glutamatergic","negative regulation of synaptic transmission, glutamatergic"
5069,BiologicalProcess,GOBP,"bp(GOBP:""neuron homeostasis"")",neuron homeostasis,neuron homeostasis
5070,BiologicalProcess,GOBP,"bp(GOBP:""cell cycle process"")",cell cycle process,cell cycle process
5071,BiologicalProcess,GOBP,"bp(GOBP:""endoplasmic reticulum unfolded protein response"")",endoplasmic reticulum unfolded protein response,endoplasmic reticulum unfolded protein response
5072,BiologicalProcess,GOCC,"bp(GOCC:""focal adhesion"")",focal adhesion,focal adhesion
5073,BiologicalProcess,GO,"bp(GO:""cognition"")",cognition,cognition
5074,BiologicalProcess,GO,"bp(GO:""signal transduction"")",signal transduction,signal transduction
5075,BiologicalProcess,GO,"bp(GO:""energy reserve metabolic process"")",energy reserve metabolic process,energy reserve metabolic process
5076,BiologicalProcess,GO,"bp(GO:""synaptic vesicle budding from endosome"")",synaptic vesicle budding from endosome,synaptic vesicle budding from endosome
5077,BiologicalProcess,GO,"bp(GO:""regulation of sphingomyelin catabolic process"")",regulation of sphingomyelin catabolic process,regulation of sphingomyelin catabolic process
5078,BiologicalProcess,GO,"bp(GO:""autophagosome maturation"")",autophagosome maturation,autophagosome maturation
5079,BiologicalProcess,GO,"bp(GO:""lysosomal microautophagy"")",lysosomal microautophagy,lysosomal microautophagy
5080,BiologicalProcess,GO,"bp(GO:""cytokine secretion"")",cytokine secretion,cytokine secretion
5081,BiologicalProcess,GO,"bp(GO:""fear response"")",fear response,fear response
5082,BiologicalProcess,GO,"bp(GO:""mitochondrial transport"")",mitochondrial transport,mitochondrial transport
5083,BiologicalProcess,GO,"bp(GO:""insulin receptor signaling pathway"")",insulin receptor signaling pathway,insulin receptor signaling pathway
5084,BiologicalProcess,GO,"bp(GO:""response to nutrient"")",response to nutrient,response to nutrient
5085,BiologicalProcess,MESH,"bp(MESH:""Pleckstrin Homology Domains"")",Pleckstrin Homology Domains,Pleckstrin Homology Domains
5086,BiologicalProcess,GO,"bp(GO:""maintenance of synapse structure"")",maintenance of synapse structure,maintenance of synapse structure
5087,BiologicalProcess,GO,"bp(GO:""actin filament bundle assembly"")",actin filament bundle assembly,actin filament bundle assembly
5088,BiologicalProcess,GOBP,"bp(GOBP:""cytokine production involved in inflammatory response"")",cytokine production involved in inflammatory response,cytokine production involved in inflammatory response
5089,BiologicalProcess,GOBP,"bp(GOBP:""neurogenesis"")",neurogenesis,neurogenesis
5090,BiologicalProcess,GOBP,"bp(GOBP:""NIK/NF-kappaB signaling"")",NIK/NF-kappaB signaling,NIK/NF-kappaB signaling
5091,BiologicalProcess,GOBP,"bp(GOBP:""macrophage fusion"")",macrophage fusion,macrophage fusion
5092,BiologicalProcess,GOBP,"bp(GOBP:""complement activation, classical pathway"")","complement activation, classical pathway","complement activation, classical pathway"
5093,BiologicalProcess,GOBP,"bp(GOBP:""T cell receptor signaling pathway"")",T cell receptor signaling pathway,T cell receptor signaling pathway
5094,BiologicalProcess,GOBP,"bp(GOBP:""regulation of synaptic transmission, cholinergic"")","regulation of synaptic transmission, cholinergic","regulation of synaptic transmission, cholinergic"
5095,BiologicalProcess,NCIT,"bp(NCIT:""Host Defense Mechanism"")",Host Defense Mechanism,Host Defense Mechanism
5096,BiologicalProcess,HP,"bp(HP:""sodium channel activity"")",sodium channel activity,sodium channel activity
5097,BiologicalProcess,GOBP,"bp(GOBP:""positive regulation of voltage-gated potassium channel activity"")",positive regulation of voltage-gated potassium channel activity,positive regulation of voltage-gated potassium channel activity
5098,BiologicalProcess,GOBP,"bp(GOBP:""mammillary axonal complex development"")",mammillary axonal complex development,mammillary axonal complex development
5099,BiologicalProcess,GOBP,"bp(GOBP:""DNA methylation on cytosine"")",DNA methylation on cytosine,DNA methylation on cytosine
5100,BiologicalProcess,MESHPP,"bp(MESHPP:""Transfection"")",Transfection,Transfection
5101,BiologicalProcess,GO,"bp(GO:""cell adhesion"")",cell adhesion,cell adhesion
5102,BiologicalProcess,GO,"bp(GO:""neuroinflammatory response"")",neuroinflammatory response,neuroinflammatory response
5103,BiologicalProcess,GO,"bp(GO:""cholesterol efflux"")",cholesterol efflux,cholesterol efflux
5104,BiologicalProcess,GOBP,"bp(GOBP:""pattern recognition receptor activity"")",pattern recognition receptor activity,pattern recognition receptor activity
5105,BiologicalProcess,NNS,"bp(NNS:""Mitochondrial Dysfunction"")",Mitochondrial Dysfunction,Mitochondrial Dysfunction
5106,BiologicalProcess,PTS,"bp(PTS:""p53 signaling pathway"")",p53 signaling pathway,p53 signaling pathway
5107,BiologicalProcess,MESH,"bp(MESH:""Neuronal Outgrowth"")",Neuronal Outgrowth,Neuronal Outgrowth
5108,BiologicalProcess,GO,"bp(GO:""neuron death"")",neuron death,neuron death
5109,BiologicalProcess,GO,"bp(GO:""regulation of synapse structure or activity"")",regulation of synapse structure or activity,regulation of synapse structure or activity
5110,BiologicalProcess,GO,"bp(GO:""positive regulation of synaptic plasticity"")",positive regulation of synaptic plasticity,positive regulation of synaptic plasticity
5111,BiologicalProcess,GO,"bp(GO:""activation of MAPKK activity"")",activation of MAPKK activity,activation of MAPKK activity
5112,BiologicalProcess,GO,"bp(GO:""cap-independent translational initiation"")",cap-independent translational initiation,cap-independent translational initiation
5113,BiologicalProcess,GO,"bp(GO:""endoplasmic reticulum unfolded protein response"")",endoplasmic reticulum unfolded protein response,endoplasmic reticulum unfolded protein response
5114,BiologicalProcess,GO,"bp(GO:""regulation of membrane potential"")",regulation of membrane potential,regulation of membrane potential
5115,BiologicalProcess,GO,"bp(GO:""cell migration"")",cell migration,cell migration
5116,BiologicalProcess,GO,"bp(GO:""regulation of actin cytoskeleton organization"")",regulation of actin cytoskeleton organization,regulation of actin cytoskeleton organization
5117,BiologicalProcess,MESH,"bp(MESH:""Lymphocyte Count"")",Lymphocyte Count,Lymphocyte Count
5118,BiologicalProcess,GO,"bp(GO:""oligodendrocyte differentiation"")",oligodendrocyte differentiation,oligodendrocyte differentiation
5119,BiologicalProcess,GO,"bp(GO:""NIK/NF-kappaB signaling"")",NIK/NF-kappaB signaling,NIK/NF-kappaB signaling
5120,BiologicalProcess,GO,"bp(GO:""retrograde axonal protein transport"")",retrograde axonal protein transport,retrograde axonal protein transport
5121,BiologicalProcess,GO,"bp(GO:""replication fork progression beyond termination site"")",replication fork progression beyond termination site,replication fork progression beyond termination site
5122,BiologicalProcess,GO,"bp(GO:""reverse cholesterol transport"")",reverse cholesterol transport,reverse cholesterol transport
5123,BiologicalProcess,GO,"bp(GO:""nodal receptor complex assembly"")",nodal receptor complex assembly,nodal receptor complex assembly
5124,BiologicalProcess,GO,"bp(GO:""ribonucleoprotein complex disassembly"")",ribonucleoprotein complex disassembly,ribonucleoprotein complex disassembly
5125,BiologicalProcess,GO,"bp(GO:""macropinocytosis"")",macropinocytosis,macropinocytosis
5126,BiologicalProcess,GOBP,"bp(GOBP:""innate immune response"")",innate immune response,innate immune response
5127,BiologicalProcess,GOBP,"bp(GOBP:""intracellular signal transduction"")",intracellular signal transduction,intracellular signal transduction
5128,BiologicalProcess,GOBP,"bp(GOBP:""protein catabolic process"")",protein catabolic process,protein catabolic process
5129,BiologicalProcess,GOBP,"bp(GOBP:""SMAD protein signal transduction"")",SMAD protein signal transduction,SMAD protein signal transduction
5130,BiologicalProcess,GOBP,"bp(GOBP:""Wnt signaling pathway, planar cell polarity pathway"")","Wnt signaling pathway, planar cell polarity pathway","Wnt signaling pathway, planar cell polarity pathway"
5131,BiologicalProcess,GOBP,"bp(GOBP:""cholesterol homeostasis"")",cholesterol homeostasis,cholesterol homeostasis
5132,BiologicalProcess,GOBP,"bp(GOBP:""neuron migration"")",neuron migration,neuron migration
5133,BiologicalProcess,GOBP,"bp(GOBP:""sodium ion homeostasis"")",sodium ion homeostasis,sodium ion homeostasis
5134,BiologicalProcess,GOBP,"bp(GOBP:""cAMP-mediated signaling"")",cAMP-mediated signaling,cAMP-mediated signaling
5135,BiologicalProcess,HP,"bp(HP:""protein tyrosine kinase activity"")",protein tyrosine kinase activity,protein tyrosine kinase activity
5136,BiologicalProcess,HP,"bp(HP:""MAP kinase activity"")",MAP kinase activity,MAP kinase activity
5137,BiologicalProcess,GOBP,"bp(GOBP:""beta-amyloid formation"")",beta-amyloid formation,beta-amyloid formation
5138,BiologicalProcess,GOBP,"bp(GOBP:""regulation of nitric-oxide synthase activity"")",regulation of nitric-oxide synthase activity,regulation of nitric-oxide synthase activity
5139,BiologicalProcess,GOBP,"bp(GOBP:""nerve growth factor signaling pathway"")",nerve growth factor signaling pathway,nerve growth factor signaling pathway
5140,BiologicalProcess,PTS,"bp(PTS:""Wnt/beta_catenin pathway"")",Wnt/beta_catenin pathway,Wnt/beta_catenin pathway
5141,BiologicalProcess,GOBP,"bp(GOBP:""regulation of neuron migration"")",regulation of neuron migration,regulation of neuron migration
5142,BiologicalProcess,GOBP,"bp(GOBP:""glutamate secretion"")",glutamate secretion,glutamate secretion
5143,BiologicalProcess,GO,"bp(GO:""long-term synaptic potentiation"")",long-term synaptic potentiation,long-term synaptic potentiation
5144,BiologicalProcess,GO,"bp(GO:""positive regulation of NMDA glutamate receptor activity"")",positive regulation of NMDA glutamate receptor activity,positive regulation of NMDA glutamate receptor activity
5145,BiologicalProcess,GO,"bp(GO:""dendritic spine maintenance"")",dendritic spine maintenance,dendritic spine maintenance
5146,BiologicalProcess,GO,"bp(GO:""lipid transport"")",lipid transport,lipid transport
5147,BiologicalProcess,CONSO,"bp(CONSO:""protein aggregation"")",protein aggregation,protein aggregation
5148,BiologicalProcess,GO,"bp(GO:""microtubule polymerization"")",microtubule polymerization,microtubule polymerization
5149,BiologicalProcess,GO,"bp(GO:""transport"")",transport,transport
5150,BiologicalProcess,GO,"bp(GO:""cellular process"")",cellular process,cellular process
5151,BiologicalProcess,NCIT,"bp(NCIT:""C94869"")",C94869,C94869
5152,BiologicalProcess,MESH,"bp(MESH:""Molecular Mimicry"")",Molecular Mimicry,Molecular Mimicry
5153,BiologicalProcess,MESH,"bp(MESH:""Immunoglobulin Class Switching"")",Immunoglobulin Class Switching,Immunoglobulin Class Switching
5154,BiologicalProcess,GO,"bp(GO:""positive regulation of advanced glycation end-product receptor activity"")",positive regulation of advanced glycation end-product receptor activity,positive regulation of advanced glycation end-product receptor activity
5155,BiologicalProcess,GO,"bp(GO:""ubiquitin recycling"")",ubiquitin recycling,ubiquitin recycling
5156,BiologicalProcess,GO,"bp(GO:""depolarization of postsynaptic membrane"")",depolarization of postsynaptic membrane,depolarization of postsynaptic membrane
5157,BiologicalProcess,GO,"bp(GO:""response to auditory stimulus"")",response to auditory stimulus,response to auditory stimulus
5158,BiologicalProcess,MESH,"bp(MESH:""Dominance, Ocular"")","Dominance, Ocular","Dominance, Ocular"
5159,BiologicalProcess,GO,"bp(GO:""calcium ion import across plasma membrane"")",calcium ion import across plasma membrane,calcium ion import across plasma membrane
5160,BiologicalProcess,GO,"bp(GO:""protein import into mitochondrial matrix"")",protein import into mitochondrial matrix,protein import into mitochondrial matrix
5161,BiologicalProcess,GO,"bp(GO:""oxygen transport"")",oxygen transport,oxygen transport
5162,BiologicalProcess,GO,"bp(GO:""engulfment of target by autophagosome"")",engulfment of target by autophagosome,engulfment of target by autophagosome
5163,BiologicalProcess,HP,"bp(HP:""decreased size"")",decreased size,decreased size
5164,BiologicalProcess,GOBP,"bp(GOBP:""activation of protein kinase activity"")",activation of protein kinase activity,activation of protein kinase activity
5165,BiologicalProcess,GOBP,"bp(GOBP:""chemokine production"")",chemokine production,chemokine production
5166,BiologicalProcess,GOBP,"bp(GOBP:""fatty acid oxidation"")",fatty acid oxidation,fatty acid oxidation
5167,BiologicalProcess,GOBP,"bp(GOBP:""clathrin-dependent endocytosis"")",clathrin-dependent endocytosis,clathrin-dependent endocytosis
5168,BiologicalProcess,GOBP,"bp(GOBP:""negative regulation of neuron projection regeneration"")",negative regulation of neuron projection regeneration,negative regulation of neuron projection regeneration
5169,BiologicalProcess,GOBP,"bp(GOBP:""monocyte aggregation"")",monocyte aggregation,monocyte aggregation
5170,BiologicalProcess,GOBP,"bp(GOBP:""negative regulation of insulin-like growth factor receptor signaling pathway"")",negative regulation of insulin-like growth factor receptor signaling pathway,negative regulation of insulin-like growth factor receptor signaling pathway
5171,BiologicalProcess,MESHD,"bp(MESHD:""Death"")",Death,Death
5172,BiologicalProcess,GOBP,"bp(GOBP:""cholesterol biosynthetic process via desmosterol"")",cholesterol biosynthetic process via desmosterol,cholesterol biosynthetic process via desmosterol
5173,BiologicalProcess,GOBP,"bp(GOBP:""amyloid precursor protein biosynthetic process"")",amyloid precursor protein biosynthetic process,amyloid precursor protein biosynthetic process
5174,BiologicalProcess,MESHPP,"bp(MESHPP:""Stress"")",Stress,Stress
5175,BiologicalProcess,NCIT,"bp(NCIT:""Apoptosis"")",Apoptosis,Apoptosis
5176,BiologicalProcess,GOBP,"bp(GOBP:""neoangiogenesis"")",neoangiogenesis,neoangiogenesis
5177,BiologicalProcess,GO,"bp(GO:""MAPK cascade"")",MAPK cascade,MAPK cascade
5178,BiologicalProcess,GO,"bp(GO:""mitochondrial electron transport, cytochrome c to oxygen"")","mitochondrial electron transport, cytochrome c to oxygen","mitochondrial electron transport, cytochrome c to oxygen"
5179,BiologicalProcess,MESH,"bp(MESH:""Bone Development"")",Bone Development,Bone Development
5180,BiologicalProcess,GO,"bp(GO:""negative regulation of calcium ion transport"")",negative regulation of calcium ion transport,negative regulation of calcium ion transport
5181,BiologicalProcess,MESH,"bp(MESH:""Mitochondrial Size"")",Mitochondrial Size,Mitochondrial Size
5182,BiologicalProcess,GO,"bp(GO:""regulation of voltage-gated calcium channel activity"")",regulation of voltage-gated calcium channel activity,regulation of voltage-gated calcium channel activity
5183,BiologicalProcess,GO,"bp(GO:""response to hypoxia"")",response to hypoxia,response to hypoxia
5184,BiologicalProcess,GO,"bp(GO:""release of cytochrome c from mitochondria"")",release of cytochrome c from mitochondria,release of cytochrome c from mitochondria
5185,BiologicalProcess,GO,"bp(GO:""glucose metabolic process"")",glucose metabolic process,glucose metabolic process
5186,BiologicalProcess,MESH,"bp(MESH:""Mitochondrial Degradation"")",Mitochondrial Degradation,Mitochondrial Degradation
5187,BiologicalProcess,GO,"bp(GO:""microtubule depolymerization"")",microtubule depolymerization,microtubule depolymerization
5188,BiologicalProcess,GO,"bp(GO:""establishment or maintenance of transmembrane electrochemical gradient"")",establishment or maintenance of transmembrane electrochemical gradient,establishment or maintenance of transmembrane electrochemical gradient
5189,BiologicalProcess,GO,"bp(GO:""regulation of autophagosome assembly"")",regulation of autophagosome assembly,regulation of autophagosome assembly
5190,BiologicalProcess,GO,"bp(GO:""negative regulation of innate immune response"")",negative regulation of innate immune response,negative regulation of innate immune response
5191,BiologicalProcess,MESH,"bp(MESH:""Gastrointestinal Microbiome"")",Gastrointestinal Microbiome,Gastrointestinal Microbiome
5192,BiologicalProcess,GO,"bp(GO:""negative regulation of mitophagy"")",negative regulation of mitophagy,negative regulation of mitophagy
5193,BiologicalProcess,GO,"bp(GO:""negative regulation of apoptotic process"")",negative regulation of apoptotic process,negative regulation of apoptotic process
5194,BiologicalProcess,CONSO,"bp(CONSO:""Alpha-synuclein Oligomerization"")",Alpha-synuclein Oligomerization,Alpha-synuclein Oligomerization
5195,BiologicalProcess,GO,"bp(GO:""protein monoubiquitination"")",protein monoubiquitination,protein monoubiquitination
5196,BiologicalProcess,GO,"bp(GO:""cation transport"")",cation transport,cation transport
5197,BiologicalProcess,GO,"bp(GO:""GO:0006868"")",GO:0006868,GO:0006868
5198,BiologicalProcess,GO,"bp(GO:""amyloid fibril formation"")",amyloid fibril formation,amyloid fibril formation
5199,BiologicalProcess,GO,"bp(GO:""pore complex assembly"")",pore complex assembly,pore complex assembly
5200,BiologicalProcess,GO,"bp(GO:""mitotic G1 phase"")",mitotic G1 phase,mitotic G1 phase
5201,BiologicalProcess,GO,"bp(GO:""cellular response to glucose starvation"")",cellular response to glucose starvation,cellular response to glucose starvation
5202,BiologicalProcess,GO,"bp(GO:""calcium ion regulated lysosome exocytosis"")",calcium ion regulated lysosome exocytosis,calcium ion regulated lysosome exocytosis
5203,BiologicalProcess,GO,"bp(GO:""response to nitrosative stress"")",response to nitrosative stress,response to nitrosative stress
5204,BiologicalProcess,MESHPP,"bp(MESHPP:""Neuronal Plasticity"")",Neuronal Plasticity,Neuronal Plasticity
5205,BiologicalProcess,GOBP,"bp(GOBP:""mitochondrial calcium ion homeostasis"")",mitochondrial calcium ion homeostasis,mitochondrial calcium ion homeostasis
5206,BiologicalProcess,CBP,"bp(CBP:""free radical formation"")",free radical formation,free radical formation
5207,BiologicalProcess,GOBP,"bp(GOBP:""positive regulation of protein neddylation"")",positive regulation of protein neddylation,positive regulation of protein neddylation
5208,BiologicalProcess,GOBP,"bp(GOBP:""cell growth"")",cell growth,cell growth
5209,BiologicalProcess,GOBP,"bp(GOBP:""glucose transport"")",glucose transport,glucose transport
5210,BiologicalProcess,GOBP,"bp(GOBP:""negative regulation of microtubule depolymerization"")",negative regulation of microtubule depolymerization,negative regulation of microtubule depolymerization
5211,BiologicalProcess,GOBP,"bp(GOBP:""positive regulation of heart rate"")",positive regulation of heart rate,positive regulation of heart rate
5212,BiologicalProcess,GOBP,"bp(GOBP:""glucocorticoid receptor signaling pathway"")",glucocorticoid receptor signaling pathway,glucocorticoid receptor signaling pathway
5213,BiologicalProcess,GOBP,"bp(GOBP:""regulation of MAPK cascade"")",regulation of MAPK cascade,regulation of MAPK cascade
5214,BiologicalProcess,GOBP,"bp(GOBP:""cytokine activity"")",cytokine activity,cytokine activity
5215,BiologicalProcess,GOBP,"bp(GOBP:""ERK5 cascade"")",ERK5 cascade,ERK5 cascade
5216,BiologicalProcess,PTS,"bp(PTS:""AKT signaling"")",AKT signaling,AKT signaling
5217,BiologicalProcess,GOBP,"bp(GOBP:""positive regulation of stress fiber assembly"")",positive regulation of stress fiber assembly,positive regulation of stress fiber assembly
5218,BiologicalProcess,GO,"bp(GO:""memory"")",memory,memory
5219,BiologicalProcess,MESH,"bp(MESH:""Heat-Shock Response"")",Heat-Shock Response,Heat-Shock Response
5220,BiologicalProcess,GO,"bp(GO:""protein transport"")",protein transport,protein transport
5221,BiologicalProcess,GO,"bp(GO:""membrane depolarization"")",membrane depolarization,membrane depolarization
5222,BiologicalProcess,GO,"bp(GO:""response to endoplasmic reticulum stress"")",response to endoplasmic reticulum stress,response to endoplasmic reticulum stress
5223,BiologicalProcess,GO,"bp(GO:""metabolic process"")",metabolic process,metabolic process
5224,BiologicalProcess,GO,"bp(GO:""microtubule polymerization or depolymerization"")",microtubule polymerization or depolymerization,microtubule polymerization or depolymerization
5225,BiologicalProcess,GO,"bp(GO:""synaptic transmission, dopaminergic"")","synaptic transmission, dopaminergic","synaptic transmission, dopaminergic"
5226,BiologicalProcess,GO,"bp(GO:""cellular response to drug"")",cellular response to drug,cellular response to drug
5227,BiologicalProcess,GO,"bp(GO:""p38MAPK cascade"")",p38MAPK cascade,p38MAPK cascade
5228,BiologicalProcess,GO,"bp(GO:""interleukin-1-mediated signaling pathway"")",interleukin-1-mediated signaling pathway,interleukin-1-mediated signaling pathway
5229,BiologicalProcess,HP,"bp(HP:""Optic neuropathy"")",Optic neuropathy,Optic neuropathy
5230,BiologicalProcess,GO,"bp(GO:""dopamine secretion, neurotransmission"")","dopamine secretion, neurotransmission","dopamine secretion, neurotransmission"
5231,BiologicalProcess,GO,"bp(GO:""pH reduction"")",pH reduction,pH reduction
5232,BiologicalProcess,GO,"bp(GO:""negative regulation of inflammatory response"")",negative regulation of inflammatory response,negative regulation of inflammatory response
5233,BiologicalProcess,GO,"bp(GO:""neuromuscular synaptic transmission"")",neuromuscular synaptic transmission,neuromuscular synaptic transmission
5234,BiologicalProcess,GO,"bp(GO:""potassium ion transport"")",potassium ion transport,potassium ion transport
5235,BiologicalProcess,GO,"bp(GO:""neuron projection maintenance"")",neuron projection maintenance,neuron projection maintenance
5236,BiologicalProcess,MESH,"bp(MESH:""Protein Conformation, alpha-Helical"")","Protein Conformation, alpha-Helical","Protein Conformation, alpha-Helical"
5237,BiologicalProcess,GOBP,"bp(GOBP:""microglial cell activation"")",microglial cell activation,microglial cell activation
5238,BiologicalProcess,GOBP,"bp(GOBP:""signal transduction"")",signal transduction,signal transduction
5239,BiologicalProcess,GOBP,"bp(GOBP:""osteoclast fusion"")",osteoclast fusion,osteoclast fusion
5240,BiologicalProcess,GOBP,"bp(GOBP:""protein folding"")",protein folding,protein folding
5241,BiologicalProcess,GOBP,"bp(GOBP:""Ras protein signal transduction"")",Ras protein signal transduction,Ras protein signal transduction
5242,BiologicalProcess,GOBP,"bp(GOBP:""response to endoplasmic reticulum stress"")",response to endoplasmic reticulum stress,response to endoplasmic reticulum stress
5243,BiologicalProcess,GOBP,"bp(GOBP:""calcium-dependent cell-matrix adhesion"")",calcium-dependent cell-matrix adhesion,calcium-dependent cell-matrix adhesion
5244,BiologicalProcess,GOBP,"bp(GOBP:""long term synaptic depression"")",long term synaptic depression,long term synaptic depression
5245,BiologicalProcess,GOBP,"bp(GOBP:""negative regulation of mitochondrial membrane potential"")",negative regulation of mitochondrial membrane potential,negative regulation of mitochondrial membrane potential
5246,BiologicalProcess,GOBP,"bp(GOBP:""exocytosis"")",exocytosis,exocytosis
5247,BiologicalProcess,PMIBP,"bp(PMIBP:""neuronal dysfunction"")",neuronal dysfunction,neuronal dysfunction
5248,BiologicalProcess,GOBP,"bp(GOBP:""adenosine deaminase reaction"")",adenosine deaminase reaction,adenosine deaminase reaction
5249,BiologicalProcess,MESHD,"bp(MESHD:""Amyloid Neuropathies"")",Amyloid Neuropathies,Amyloid Neuropathies
5250,BiologicalProcess,ADO,"bp(ADO:""loss_of_synapses"")",loss_of_synapses,loss_of_synapses
5251,BiologicalProcess,GOBP,"bp(GOBP:""positive regulation of calcium ion import"")",positive regulation of calcium ion import,positive regulation of calcium ion import
5252,BiologicalProcess,GOBP,"bp(GOBP:""cell cycle G1/S phase transition"")",cell cycle G1/S phase transition,cell cycle G1/S phase transition
5253,BiologicalProcess,GO,"bp(GO:""apoptotic process"")",apoptotic process,apoptotic process
5254,BiologicalProcess,NCIT,"bp(NCIT:""mRNA Expression"")",mRNA Expression,mRNA Expression
5255,BiologicalProcess,GO,"bp(GO:""TRIF-dependent toll-like receptor 4 signaling pathway"")",TRIF-dependent toll-like receptor 4 signaling pathway,TRIF-dependent toll-like receptor 4 signaling pathway
5256,BiologicalProcess,OMIT,"bp(OMIT:""0016017"")",0016017,0016017
5257,BiologicalProcess,GO,"bp(GO:""macrophage proliferation"")",macrophage proliferation,macrophage proliferation
5258,BiologicalProcess,GO,"bp(GO:""antibody-dependent cellular cytotoxicity"")",antibody-dependent cellular cytotoxicity,antibody-dependent cellular cytotoxicity
5259,BiologicalProcess,GO,"bp(GO:""cell cycle"")",cell cycle,cell cycle
5260,BiologicalProcess,MESH,"bp(MESH:""Membrane Potential, Mitochondrial"")","Membrane Potential, Mitochondrial","Membrane Potential, Mitochondrial"
5261,BiologicalProcess,GO,"bp(GO:""response to radiation"")",response to radiation,response to radiation
5262,BiologicalProcess,GO,"bp(GO:""regulation of action potential firing rate"")",regulation of action potential firing rate,regulation of action potential firing rate
5263,BiologicalProcess,GO,"bp(GO:""mitochondrial fission"")",mitochondrial fission,mitochondrial fission
5264,BiologicalProcess,MESH,"bp(MESH:""Diet, Sodium-Restricted"")","Diet, Sodium-Restricted","Diet, Sodium-Restricted"
5265,BiologicalProcess,GO,"bp(GO:""detection of wounding"")",detection of wounding,detection of wounding
5266,BiologicalProcess,GO,"bp(GO:""stem cell division"")",stem cell division,stem cell division
5267,BiologicalProcess,GO,"bp(GO:""intracellular signal transduction"")",intracellular signal transduction,intracellular signal transduction
5268,BiologicalProcess,GO,"bp(GO:""7-methylguanosine mRNA capping"")",7-methylguanosine mRNA capping,7-methylguanosine mRNA capping
5269,BiologicalProcess,GO,"bp(GO:""circadian sleep/wake cycle, REM sleep"")","circadian sleep/wake cycle, REM sleep","circadian sleep/wake cycle, REM sleep"
5270,BiologicalProcess,GO,"bp(GO:""fat cell differentiation"")",fat cell differentiation,fat cell differentiation
5271,BiologicalProcess,GO,"bp(GO:""JAK-STAT cascade"")",JAK-STAT cascade,JAK-STAT cascade
5272,BiologicalProcess,GO,"bp(GO:""stress granule disassembly"")",stress granule disassembly,stress granule disassembly
5273,BiologicalProcess,GO,"bp(GO:""ventral spinal cord development"")",ventral spinal cord development,ventral spinal cord development
5274,BiologicalProcess,GOBP,"bp(GOBP:""long-term memory"")",long-term memory,long-term memory
5275,BiologicalProcess,GOBP,"bp(GOBP:""endocytosis"")",endocytosis,endocytosis
5276,BiologicalProcess,GOBP,"bp(GOBP:""T cell cytokine production"")",T cell cytokine production,T cell cytokine production
5277,BiologicalProcess,FIXME,"bp(FIXME:""short term depression"")",short term depression,short term depression
5278,BiologicalProcess,GOBP,"bp(GOBP:"" intrinsic apoptotic signaling pathway in response to oxidative stress"")",intrinsic apoptotic signaling pathway in response to oxidative stress,intrinsic apoptotic signaling pathway in response to oxidative stress
5279,BiologicalProcess,GOBP,"bp(GOBP:""calcium ion import"")",calcium ion import,calcium ion import
5280,BiologicalProcess,GOBP,"bp(GOBP:""regulation of transcription, DNA-templated"")","regulation of transcription, DNA-templated","regulation of transcription, DNA-templated"
5281,BiologicalProcess,GOBP,"bp(GOBP:""plasma membrane fusion"")",plasma membrane fusion,plasma membrane fusion
5282,BiologicalProcess,GOBP,"bp(GOBP:""activation of MAPKK activity"")",activation of MAPKK activity,activation of MAPKK activity
5283,BiologicalProcess,GOBP,"bp(GOBP:""xenobiotic metabolic process"")",xenobiotic metabolic process,xenobiotic metabolic process
5284,BiologicalProcess,GOBP,"bp(GOBP:""lymphocyte activation"")",lymphocyte activation,lymphocyte activation
5285,BiologicalProcess,GOBP,"bp(GOBP:""regulation of growth"")",regulation of growth,regulation of growth
5286,BiologicalProcess,GOBP,"bp(GOBP:""lactic acid secretion"")",lactic acid secretion,lactic acid secretion
5287,BiologicalProcess,GOBP,"bp(GOBP:""positive regulation of synaptic transmission"")",positive regulation of synaptic transmission,positive regulation of synaptic transmission
5288,BiologicalProcess,GO,"bp(GO:""motor behavior"")",motor behavior,motor behavior
5289,BiologicalProcess,GO,"bp(GO:""long term synaptic depression"")",long term synaptic depression,long term synaptic depression
5290,BiologicalProcess,GO,"bp(GO:""NADH oxidation"")",NADH oxidation,NADH oxidation
5291,BiologicalProcess,GO,"bp(GO:""calcium ion transport"")",calcium ion transport,calcium ion transport
