:ID,:LABEL,table_link:string,label:string,db_id:string,indication:string,cas_number:string
25973,Drug,1878X1645,Clomipramine,DB01242,"May be used to treat obsessive-compulsive disorder and disorders with an obsessive-compulsive component (e.g. depression, schizophrenia, Tourette’s disorder).  Unlabeled indications include: depression, panic disorder, chronic pain (e.g. central pain, idiopathic pain disorder, tension headache, diabetic peripheral neuropathy, neuropathic pain), cataplexy and associated narcolepsy (limited evidence), autistic disorder (limited evidence), trichotillomania (limited evidence), onchophagia (limited evidence), stuttering (limited evidence), premature ejaculation, and premenstrual syndrome.",303-49-1
25974,Drug,1879X1637,Dimenhydrinate,DB00985,"Dimenhydrinate is indicated for the prevention and treatment of nausea, vomiting, or vertigo of motion sickness.",523-87-5
25975,Drug,1879X1905,Neratinib,,"For use as an extended adjuvant treatment in adult patients with early stage HER2-overexpressed/amplified breast cancer, to follow adjuvant trastuzumab-based therapy [FDA Label].",698387-09-6
25976,Drug,1880X1635,Levosimendan,DB00922,For short term treatment of acutely decompensated severe chronic heart failure (CHF). Also being investigated for use/treatment in heart disease.,141505-33-1
25977,Drug,1881X1607,Urokinase,DB00013,"Urokinase can be used for the treatment of pulminary embolism, coronary artery thrombosis, IV catheter clearance, and venous and arterial blood clots.",9039-53-6
25978,Drug,1881X1642,Nefazodone,DB01149,For the treatment of depression.,83366-66-9
25979,Drug,2250X1607,Goserelin,DB00014,"Used to treat hormone-sensitive cancers of the breast (in pre- and peri- menopausal women) and prostate, and some benign gynaecological disorders (endometriosis, uterine fibroids and endometrial thinning). In addition, goserelin is used in assisted reproduction and in the treatment of precocious puberty.",65807-02-5
25980,Drug,2250X1639,Nitrendipine,DB01054,For the treatment of mild to moderate hypertension,39562-70-4
25981,Drug,2250X1749,Maraviroc,,"For treatment-experienced adult patients infected with only CCR5-tropic HIV-1 detectable, who have evidence of viral replication and HIV-1 strains resistant to multiple antiretroviral agents.",376348-65-1
25982,Drug,2250X1941,Tiapride,,"Tiapride is indicated for the treatment of a variety of neurological and psychiatric disorders including dyskinesia, alcohol withdrawal syndrome, negative symptoms of psychosis, and agitation and aggression in the elderly.",51012-32-9
25983,Drug,2251X1636,Norgestimate,DB00957,For the prevention of pregnancy,35189-28-7
25984,Drug,2251X1752,Tamibarotene,DB04942,Investigated for use/treatment in leukemia (unspecified).,94497-51-5
25985,Drug,2252X1634,Testolactone,DB00894,For palliative treatment of advanced breast cancer in postmenopausal women.,968-93-4
25986,Drug,2252X1677,Guanine,DB02377,,73-40-5
25987,Drug,2252X1950,Fenofibric acid,,"For use as an adjunctive therapy to diet to: (a) reduce triglyceride levels in adult patients with severe hypertriglyceridemia, and (b) reduce elevated total cholesterol, low-density-lipoprotein (LDL-C), triglycerides, and apolipoprotein B, and to increase high-density-lipoprotein (HDL-C) in adult patients with primary hypercholesterolemia or mixed dyslipidemia (Fredrickson Types IIa and IIb). [FDA Label]",42017-89-0
25988,Drug,2253X1638,Felodipine,DB01023,For the treatment of mild to moderate essential hypertension.,72509-76-3
25989,Drug,2254X1635,Azacitidine,DB00928,"For treatment of patients with the following French-American-British myelodysplastic syndrome subtypes: refractory anemia or refractory anemia with ringed sideroblasts (if accompanied by neutropenia or thrombocytopenia or requiring transfusions), refractory anemia with excess blasts, refractory anemia with excess blasts in transformation (now classified as acute myelogenous leukemia with multilineage dysplasia), and chronic myelomonocytic leukemia.",320-67-2
25990,Drug,2254X1749,Cyproterone acetate,,For the palliative treatment of patients with advanced prostatic carcinoma.,427-51-0
25991,Drug,2254X1920,Cantharidin,,"The only therapeutic use for which cantharidin is currently primarily indicated for is as an active ingredient in topical agents for treating common warts (verruca vulgaris), periungual warts, plantar warts, and molluscum contagiosum [A32891, A32892, F32].     At the same time, such topical cantharidin applications have also been used for a number of off-label indications like callus removal, cutaneous leishmaniasis, herpes zoster, and acquired perforating dermatosis [A32892]. Furthermore, since most topical cantharidin applications are most commonly available in a 0.7% formulation or a more potent 1% mixture, the 0.7% formulation is most commonly indicated for the treatment of common warts, periungual warts, and molluscum contagiosum while the more potent 1% mixture is typically limited only for use by healthcare professionals in a clinical setting for treating plantar warts and other more specialized off-label conditions [A32891, A32892, F32].    Moreover, there have also been studies into whether or not cantharidin could be effective at being used as an inflammatory model or in cancer treatment - either of which has yet to formally elucidate any results [A32892].",56-25-7
25992,Drug,2255X1637,Azathioprine,DB00993,"For use in rheumatoid arthritis, preventing renal transplant rejection, Crohn's disease, and colitis.",446-86-6
25993,Drug,2256X1640,Ouabain,DB01092,For the treatment of atrial fibrillation and flutter and heart failure,630-60-4
25994,Drug,2256X1931,Ibalizumab,DB12698,Indicated for the treatment of human immunodeficiency virus type 1 (HIV-1) infection in highly treatment-experienced adults with multidrug-resistant HIV-1 infection failing their current antiretroviral regimen [FDA label].    The approval of Trogarzo was supported by a clinical trial of 40 treatment-experienced adults with MDR HIV-1 infection who persistently had elevated levels of HIV RNA in their blood despite heavy antiretroviral therapy. The majority of study patients had previously been treated with ≥10 antiretroviral medications [L1554].,680188-33-4
25995,Drug,2257X1633,Ritodrine,DB00867,For the treatment and prophylaxis of premature labour,26652-09-5
25996,Drug,2257X1882,Foreskin keratinocyte (neonatal),,"For chronic leg ulcers and diabetic foot [L2439].      Orcel is indicated for use with standard therapeutic compression for the treatment of non-infected partial and full-thickness skin ulcers due to venous insufficiency of greater than 1 month in duration and which have not effectively responded to conventional ulcer therapy. Orcel is also for use with standard diabetic foot ulcer care for the treatment of full-thickness neuropathic diabetic foot ulcers of greater than 3 weeks in duration which have not effectively responded to conventional ulcer therapy, and which extend through the dermis but without tendon, muscle, capsule or bone involvement [L2459].",
25997,Drug,2258X1630,Malathion,DB00772,For patients infected with Pediculus humanus capitis (head lice and their ova) of the scalp hair.,121-75-5
25998,Drug,2258X1860,Dosulepin,,"Indicated in the treatment of symptoms of depressive illness, especially where an anti-anxiety effect is required.",113-53-1
25999,Drug,2259X1623,Azelaic Acid,DB00548,For the topical treatment of mild-to-moderate inflammatory acne vulgaris.,123-99-9
26000,Drug,2259X1850,Nadroparin,,"Nadroparin is used for prophylaxis of thromboembolic disorders and general surgery in orthopedic surgery, treatment of deep vein thrombosis, prevention of clotting during hemodialysis and treatment of unstable angina and non-Q wave myocardial infarction",9041-08-1
26001,Drug,2260X1622,Anisotropine Methylbromide,DB00517,"For use in conjunction with antacids or histamine H<sub>2</sub>-receptor antagonists in the treatment of peptic ulcer, to reduce further gastric acid secretion and delay gastric emptying.",80-50-2
26002,Drug,2260X1852,Regorafenib,,"Regorafenib is indicated for the treatment of patients with metastatic colorectal cancer (CRC) who have been previously treated with fluoropyrimidine-, oxaliplatin- and irinotecan-based chemotherapy, an anti-VEGF therapy, and, if KRAS wild type, an anti-EGFR therapy. Regorafenib is also indicated for the treatment of patients with locally advanced, unresectable or metastatic gastrointestinal stromal tumor (GIST) who have been previously treated with imatinib mesylate and sunitinib malate.",755037-03-7
26003,Drug,2261X1767,Brivaracetam,,Used as adjunctive therapy for partial-onset seizures in patients 16 years of age or older.,357336-20-0
26004,Drug,2262X1643,Lapatinib,DB01259,"Indicated in combination with capecitabine for the treatment of patients with advanced or metastatic breast cancer whose tumors overexpress the human epidermal receptor type 2 (HER2) protein and who have received prior therapy including an anthracycline, a taxane, and trastuzuma.",231277-92-2
26005,Drug,2263X1636,Cerulenin,DB01034,"For use as a biochemical tool, Cerulenin is shown to cause dramatic weight loss in animals",17397-89-6
26006,Drug,2263X1748,Enoximone,,For the treatment of congestive heart failure.,77671-31-9
26007,Drug,2263X1952,H3B-8800,,,1825302-42-8
26008,Drug,2264X1637,Clonazepam,DB01068,"Clonazepam is used as an anticonvulsant in the treatment of the Lennox-Gastaut syndrome (petit mal variant), akinetic and myoclonic seizures. It can also be used for the treatment of panic disorders.",1622-61-3
26009,Drug,2265X1632,Cocaine,DB00907,"For the introduction of local (topical) anesthesia of accessible mucous membranes of the oral, laryngeal and nasal cavities.",50-36-2
26010,Drug,2265X1738,Niflumic Acid,DB04552,Used in the treatment of rheumatoid arthritis.,4394-00-7
26011,Drug,2265X1787,Halcinonide,,Indicated for the relief of the inflammatory and pruritic manifestations of corticosteroid-responsive dermatoses.,3093-35-4
26012,Drug,2265X1855,Olaparib,DB09074,"* Indicated for the maintenance treatment of adult patients with recurrent epithelial ovarian, fallopian tube or primary peritoneal cancer, who are in a complete or partial response to platinum-based chemotherapy.    * Indicated as monotherapy in patients with deleterious or suspected deleterious germline BRCA mutated (as detected by an FDA-approved test) advanced ovarian cancer who have been treated with three or more prior lines of chemotherapy.    * Indicated for the treatment of patients with germline breast cancer susceptibility gene (BRCA) mutated, human epidermal growth factor receptor 2 (HER2)-negative metastatic breast cancer, who have been previously treated with chemotherapy.",763113-22-0
26013,Drug,1866X1624,Alitretinoin,DB00523,For topical treatment of cutaneous lesions in patients with AIDS-related Kaposi's sarcoma.,5300-03-8
26014,Drug,1866X1781,Sitaxentan,,"Investigated for use/treatment in pulmonary hypertension, connective tissue diseases, hypertension, and congestive heart failure.",184036-34-8
26015,Drug,1867X1618,Indomethacin,DB00328,"For moderate to severe rheumatoid arthritis including acute flares of chronic disease, ankylosing spondylitis, osteoarthritis, acute painful shoulder (bursitis and/or tendinitis) and acute gouty arthritis.",53-86-1
26016,Drug,1867X1654,"4-Bromo-2,5-dimethoxyphenethylamine",,,66142-81-2
26017,Drug,1869X1610,Vasopressin,DB00067,"For the treatment of enuresis, polyuria, diabetes insipidus, polydipsia and oesophageal varices with bleeding",11000-17-2
26018,Drug,1869X1649,Butethal,,For the treatment of insomnia.,77-28-1
26019,Drug,1870X1646,Dexamethasone,DB01234,"<B>Injection:</B> for the treatment of endocrine disorders, rheumatic D=disorders, collagen diseases, dermatologic diseases, allergic statesc, ophthalmic diseases, gastrointestinal diseases, respiratory diseases, hematologic disorders, neoplastic diseases, edematous states, cerebral edema.  <br><B>Ophthalmic ointment and solution:</B> for the treatment of steroid responsive inflammatory conditions of the palpebral and bulbar conjunctiva, cornea, and anterior segment of the globe.  <br><B>Ophthalmic solution only:</B> for the treatment of steroid responsive inflammatory conditions of the external auditory meatus  <br><B>Topic cream:</B> for relief of the inflammatory and pruritic manifestations of corticosteroid-responsive dermatoses  <br><B>Oral aerosol:</B> for the treatment of bronchial asthma and related corticosteroid responsive bronchospastic states intractable to adequate trial of conventional therapy  <br><B>Intranasal aerosol:</B> for the treatment of allergic ot inflammatory nasal conditions, and nasal polyps",50-02-2
26020,Drug,1871X1618,Methadone,DB00333,"For the treatment of dry cough, drug withdrawal syndrome, opioid type drug dependence, and pain.",76-99-3
26021,Drug,1871X1651,Glutethimide,,For the treatment of insomnia.,77-21-4
26022,Drug,1873X1614,Reserpine,DB00206,Foe the treatment of hypertension,50-55-5
26023,Drug,1873X1953,Semaglutide,,"Semaglutide is indicated to improve glycemic control in adults with type 2 diabetes mellitus as an adjunct of diet and exercise. The approved therapeutic doses are 0.5 mg and 1 mg.[L1068] Diabetes mellitus type 2 is a long-term metabolic disorder characterized by high blood sugar, insulin resistance and lack of insulin. Its onset is determined by the loss ability of beta cells to respond to an increased plasma glucose. This disease is predominantly caused by lifestyle factors like overweight and obesity. The key feature on type 2 diabetes is the presence of insulin resistance which reduced the capacity of insulin to exert its functions at normal at any given concentration. The secretion of insulin is stimulated by the action of incretins in the gut like glucagon-like peptide 1, which also delays gastric emptying and induces satiety, and glucose-dependent insulinotropic polypeptide.[T59]",910463-68-2
26024,Drug,1874X1863,Tolfenamic Acid,,"In the information for tolfenamic acid, it is stated that this drug, being an NSAID, is effective in treating the pain associated with the acute attack of migraines in adults.[L1293]",13710-19-5
26025,Drug,1875X1626,Ulobetasol,DB00596,For the relief of the inflammatory and pruritic manifestations of corticosteroid-responsive dermatoses.,98651-66-2
26026,Drug,1875X1862,Viloxazine,,Indicated for the treatment of clinical depression.,46817-91-8
26027,Drug,1876X1627,Guanabenz,DB00629,For management of High blood pressure,5051-62-7
26028,Drug,1877X1613,Ramipril,DB00178,"For the management of mild to severe hypertension. May be used to reduce cardiovascular mortality following myocardial infarction in hemodynamically stable individuals who develop clinical signs of congestive heart failure within a few days following myocardial infarction. To reduce the rate of death, myocardial infarction and stroke in individuals at high risk of cardiovascular events. May be used to slow the progression of renal disease in individuals with hypertension, diabetes mellitus and microalubinuria or overt nephropathy.",87333-19-5
26029,Drug,1877X1649,Ephedrine,,"Ephedrine commonly used as a stimulant, appetite suppressant, concentration aid, decongestant, and to treat hypotension associated with anaesthesia.",299-42-3
26030,Drug,1878X1612,Masoprocol,DB00179,Used for the treatment of actinic keratoses (precancerous skin growths that can become malignant if left untreated).,27686-84-6
26031,Drug,1878X1646,Hydralazine,,"For the treatment of essential hypertension, alone or as an adjunct. Also for the management of severe hypertension when the drug cannot be given orally or when blood pressure must be lowered immediately, congestive heart failure (in combination with cardiac glycosides and diuretics and/or with isosorbide dinitrate), and hypertension secondary to pre-eclampsia/eclampsia.",86-54-4
26032,Drug,1879X1638,Minocycline,DB01017,"For the treatment of infections caused by susceptible strains of microorganisms, such as Rocky Mountain spotted fever, typhus fever and the typhus group, Q fever, rickettsial pox and tick fevers caused by Rickettsiae, upper respiratory tract infections caused by <i>Streptococcus pneumoniae</i> and for the treatment of asymptomatic carriers of <i>Neisseria meningitidis</i>.",10118-90-8
26033,Drug,1879X1923,Saccharin,,,81-07-2
26034,Drug,1880X1637,Glycopyrronium,DB00986,"For use as a preoperative antimuscarinic to reduce salivary, tracheobronchial, and pharyngeal secretions, to reduce the volume and free acidity of gastric secretions and to block cardiac vagal inhibitory reflexes during induction of anesthesia and intubation. Also used to treat chronic obstructive pulmonary disease (COPD).",740028-90-4
26035,Drug,1881X1608,Insulin Lispro,DB00046,For the treatment of Type 1 or 2 diabetes mellitus. To be used in conjunction with an intermediate or long-acting insulin except when used in a continuous insulin infusion pump.,133107-64-9
26036,Drug,2250X1608,Insulin Glargine,DB00047,For the treatment of Type 1 or 2 diabetes mellitus in patients over 17 years old who require a long-acting (basal) insulin for the control of hyperglycemia. May be used in pediatric patients with Type 1 diabetes mellitus who require a long-acting (basal) insulin for glycemic control.,160337-95-1
26037,Drug,2251X1637,Rivastigmine,DB00989,For the treatment of mild to moderate dementia associated with Parkinson's disease or of the Alzheimer's type.,123441-03-2
26038,Drug,2252X1635,Etretinate,DB00926,For the treatment of severe psoriasis in adults.,54350-48-0
26039,Drug,2253X1639,Echothiophate,DB01057,For use in the treatment of subacute or chronic angle-closure glaucoma after iridectomy or where surgery is refused or contraindicated.,6736-03-4
26040,Drug,2254X1636,Pindolol,DB00960,"For the management of hypertension, edema, ventricular tachycardias, and atrial fibrillation.",13523-86-9
26041,Drug,2255X1638,Amlexanox,DB01025,Used as a paste in the mouth to treat aphthous ulcers (canker sores).,68302-57-8
26042,Drug,2256X1607,Sargramostim,DB00020,For the treatment of cancer and bone marrow transplant,123774-72-1
26043,Drug,2256X1641,Tolbutamide,DB01124,For treatment of NIDDM (non-insulin-dependent diabetes mellitus) in conjunction with diet and exercise.,64-77-7
26044,Drug,2257X1634,Remifentanil,DB00899,For use during the induction and maintenance of general anesthesia.,132875-61-7
26045,Drug,2258X1631,Dicyclomine,DB00804,For the treatment of functional bowel/irritable bowel syndrome  including Colicky abdominal pain; diverticulitis,77-19-0
26046,Drug,2258X1862,Cilnidipine,,Cilnidipine is indicated for the management of hypertension for end-organ protection.[L1436] It is reported to be useful in elderly patients and in those with diabetes and albuminuria. Cilnidipine has been increasingly used in patients with chronic kidney disease     Hypertension is the term used to describe the presence of high blood pressure. The blood pressure is generated by the force of the blood pumped from the heart against the blood vessels. Thus hypertension is caused when there is too much pressure on the blood vessels and this effect can damage the blood vessel.[L1438],132203-70-4
26047,Drug,2259X1624,Valdecoxib,DB00580,For the treatment of osteoarthritis and dysmenorrhoea,181695-72-7
26048,Drug,2259X1778,Tolvaptan,,"Treatment of symptomatic and resistant to fluid restriction euvolemic or hypervolemic hyponatremia associated with congestive heart failure, SIADH, and cirrhosis.",150683-30-0
26049,Drug,2259X1852,Tofacitinib,DB08895,"For the treatment of moderate to severe rheumatoid arthritis which is resistant or intolerant to methotrexate therapy. It may also be used as an adjunct to methotrexate therapy, or other non-biologic disease-modifying antirheumatic drugs (DMARDS), when methotrexate alone is not sufficient.      Tofacitinib has also been investigated as a preventative therapy for kidney transplant rejections, and as a treatment for psoriasis, ulcerative colitis, and ankylosing spondylitis.     It is not to be initiated in patients with a history of chronic or recurrent infections, or in the presence of active infection, even if localized, due to reports of serious and sometimes fatal infections (commonly pneumonia, herpes zoster and urinary tract infections). Use of tofacitinib is also discouraged in those who have been, or are likely to be, exposed to TB. An increased likelihood of exposure may be encountered by traveling to certain areas. In addition, tofacitinib is not to be used in patients with severe hepatic impairment, or low hemoglobin (less than 9g/dL). Cautioned is advised when using tofacitinib in patients at risk of gastrointestinal perforation, and in the elderly who are more susceptible to infection.",477600-75-2
26050,Drug,2260X1623,Zafirlukast,DB00549,For the prophylaxis and chronic treatment of asthma.,107753-78-6
26051,Drug,2260X1787,Norelgestromin,,Norelgestromin is used for contraception and menopausal hormonal therapy. Norelgestromin may potentially be used in breast cancer treatment due to its inhibitory effect on estrone sulfatase . They convert sulfated steroid precursors to estrogen during pregnancy.,53016-31-2
26052,Drug,2262X1610,Betaxolol,DB00195,For the management of hypertension.,63659-18-7
26053,Drug,2262X1644,Glucosamine,DB01296,"Glucosamine is usually used in the treatment of osteoarthritis, although its efficacy is still in question.",3416-24-8
26054,Drug,2263X1637,Glipizide,DB01067,"For use as an adjunct to diet for the control of hyperglycemia and its associated symptomatology in patients with non-insulin-dependent diabetes mellitus (NIDDM; type II), formerly known as maturity-onset diabetes, after an adequate trial of dietary therapy has proved unsatisfactory.",29094-61-9
26055,Drug,2263X1953,NS-398,,,123653-11-2
26056,Drug,2264X1638,Pimozide,DB01100,Used for the suppression of motor and phonic tics in patients with Tourette's Disorder who have failed to respond satisfactorily to standard treatment.,2062-78-4
26057,Drug,2264X1894,Robenacoxib,,,220991-32-2
26058,Drug,2265X1633,Meclofenamic acid,DB00939,"For the relief of mild to moderate pain, for the treatment of primary dysmenorrhea and for the treatment of idiopathic heavy menstrual blood loss. Also for relief of the signs and symptoms of acute and chronic rheumatoid arthritis and osteoarthritis.",644-62-2
26059,Drug,2265X1859,AS-8112,,,
26060,Drug,1866X1625,Lamotrigine,DB00555,"Indicated as adjunctive therapy for the following seizure types in patients ≥2 years of age: partial seizures/primary generalized tonic-clonic seizures/generalized seizures of Lennox-Gastaut syndrome [FDA Label].    Indicated for conversion to monotherapy in adults (≥16 years of age) with partial seizures who are receiving treatment with carbamazepine, phenytoin, phenobarbital, primidone, or valproate as the single antiepileptic drug (AED)[FDA Label].     Indicated for the maintenance treatment of Bipolar I Disorder to delay the time to occurrence of mood episodes (depression, mania, hypomania, mixed episodes) in adults (≥18 years of age) treated for acute mood episodes with standard therapy [FDA Label].",84057-84-1
26061,Drug,1867X1619,Vinorelbine,DB00361,"Vinorelbine tartrate is indicated for adults in the treatment of advanced non-small cell lung cancer (NSCLC), as a single therapy or in combination with other chemotherapeutic drugs [L1998].    Used in relapsed or refractory Hodgkin lymphoma, in combination with other chemotherapy agents [L2011].     For the treatment of desmoid tumor or aggressive fibromatosis, in combination with methotrexate [L2011].    For the treatment of recurrent or metastatic squamous cell head and neck cancer [L2011].    For the treatment of recurrent ovarian cancer [L2011].    For the treatment of metastatic breast cancer, in patients previously treated with anthracyline and/or taxane therapy [L2011].    For the treatment of HER2-positive, trastuzumab-resistant, advanced breast cancer in patients previously treated with a taxane, in combination with trastuzumab and everolimus [L2011].",71486-22-1
26062,Drug,1867X1655,Formebolone,,No approve indications. Studied experimentally as a treatment for non-pituitary growth retardation [1].,2454-11-7
26063,Drug,1867X1816,Tranilast,,"For the treatment of bronchial asthma, keloid and hypertrophic scar, and allergic disorders such as asthma, allergic rhinitis and atopic dermatitis.",53902-12-8
26064,Drug,1869X1650,Choline magnesium trisalicylate,,Choline magnesium trisalicylate is used to reduce pain and inflammation caused by conditions such as arthritis. This medication is also used to treat fever in adults.,64425-90-7
26065,Drug,1870X1613,ATP,DB00171,"For nutritional supplementation, also for treating dietary shortage or imbalance",56-65-5
26066,Drug,1870X1647,Paliperidone,,For the treatment of schizophrenia.,144598-75-4
26067,Drug,1871X1654,Boldenone,,,846-48-0
26068,Drug,1872X1645,Mitoxantrone,DB01204,"For the treatment of secondary (chronic) progressive, progressive relapsing, or worsening relapsing-remitting multiple sclerosis",65271-80-9
26069,Drug,1874X1639,Cinacalcet,DB01012,For the treatment of secondary hyperparathyroidism in patients with Chronic Kidney Disease who are on hemodialysis or peritoneal dialysis. Also for the treatment of hypercalcemia in patients with parathyroid carcinoma.,226256-56-0
26070,Drug,1875X1627,Clorazepate,DB00628,For the management of anxiety disorders or for the short-term relief of the symptoms of anxiety. Also used as adjunctive therapy in the management of partial seizures and for the symptomatic relief of acute alcohol withdrawal.,23887-31-2
26071,Drug,1876X1628,Verapamil,DB00661,"For the treatment of hypertension, angina, and cluster headache prophylaxis.",52-53-9
26072,Drug,1877X1614,Adapalene,DB00210,"For the topical treatment of comedo, papular and pustular acne (acne vulgaris) of the face, chest or back.",106685-40-9
26073,Drug,1877X1650,Ciclesonide,,For the treatment of nasal symptoms associated with seasonal and perennial allergic rhinitis in adults and adolescents 12 years of age and older.,126544-47-6
26074,Drug,1878X1613,Midodrine,DB00211,For the treatment of symptomatic orthostatic hypotension (OH).,42794-76-3
26075,Drug,1878X1952,Nonacog beta pegol,,"Nonacog beta pegol is indicated for the use in adults and children with hemophilia B for control and prevention of bleeding episodes, routine prophylaxis and perioperative management.[L1100] In the EMA approval, it is also indicated for on-demand treatment of bleeding episodes.[L1099] Hemophilia B is characterized by a deficiency in the coagulation factor IX which results in prolonged oozing after injuries and delayed or recurring bleeding prior wound healing. Hemophilia B patients present more frequent bleeding episodes during childhood and adolescence than in adulthood.[T56]",1175512-71-6
26076,Drug,1879X1639,Ibuprofen,DB01050,"For symptomatic treatment of rheumatoid arthritis, juvenile rheumatoid arthritis and osteoarthritis. May be used to treat mild to moderate pain and for the management of dysmenorrhea. May be used to reduce fever. Has been used with some success for treating ankylosing spondylitis, gout and psoriatic arthritis. May reduce pain, fever and inflammation of pericarditis. May be used IV with opiates to relieve moderate to severe pain. Ibuprofen lysine may be used IV to treat patent ductus arteriosus (PDA) in premature neonates.",15687-27-1
26077,Drug,1880X1638,Guanfacine,DB01018,For use alone or in combination with other classes of antihypertensive agents in the management of hypertension. Has also been used for the treatment of attention deficit hyperactivity disorder (ADHD) in pediatric patients.,29110-47-2
26078,Drug,1881X1644,Fomepizole,DB01213,"Antizol is indicated as an antidote for ethylene glycol (such as antifreeze) or methanol poisoning, or for use in suspected ethylene glycol or methanol ingestion, either alone or in combination with hemodialysis",7554-65-6
26079,Drug,2250X1609,Pegvisomant,DB00082,Pegvisomant is a growth hormone receptor antagonist used for the treatment of acromegaly.,218620-50-9
26080,Drug,2250X1641,Amiodarone,DB01118,"Intravenously, for initiation of treatment and prophylaxis of frequently recurring ventricular fibrillation and hemodynamically unstable ventricular tachycardia in patients refractory to other therapy. Orally, for the treatment of life-threatening recurrent ventricular arrhythmias such as recurrent ventricular fibrillation and recurrent hemodynamically unstable ventricular tachycardia.",1951-25-3
26081,Drug,2250X1947,Bufexamac,,"Indicated for the treatment of various skin conditions, such as atopic eczema and other inflammatory dermatoses.",2438-72-4
26082,Drug,2251X1638,Trichlormethiazide,DB01021,Used in the treatment of oedema (including that associated with heart failure) and hypertension.,133-67-5
26083,Drug,2251X1913,Tetrahydropalmatine,,,483-14-7
26084,Drug,2252X1637,Exemestane,DB00990,For the treatment of advanced breast cancer in postmenopausal women whose disease has progressed following tamoxifen therapy.,107868-30-4
26085,Drug,2253X1607,Salmon Calcitonin,DB00017,"Used in the treatment of symptomatic Paget's disease for patients unresponsive to alternate treatments or intolerant to such treatments. In addition, it is used in emergency situations when serum calcium levels must be decreased quickly until the underlying condition is identified. It can also be added to existing therapeutic regimens for hypercalcemia such as intravenous fluids and furosemide, oral phosphate or corticosteroids, or other agents. Calcitonin can be used in patients with azotemia and cases where intravenous fluids would be contraindicated due to limited cardiac reserves. Also for the treatment of post-menopausal osteoporosis in women more than 5 years post-menopause.",47931-85-1
26086,Drug,2253X1640,Deserpidine,DB01089,For the treatment of hypertension.,131-01-1
26087,Drug,2254X1752,Iloperidone,,Treatment of acute schizophrenia.,133454-47-4
26088,Drug,2254X1935,Gabexate,,No approved indication.,39492-01-8
26089,Drug,2255X1639,Norfloxacin,DB01059,For the treatment of urinary tract infection,70458-96-7
26090,Drug,2256X1642,Bupropion,DB01156,For the treatment of depression and as aid to smoking cessation.,34911-55-2
26091,Drug,2256X1936,Etelcalcetide,,Etelcalcetide is a calcium-sensing receptor agonist indicated for:   Secondary hyperparathyroidism (HPT) in adult patients with chronic kidney disease (CKD) on hemodialysis.,1262780-97-1
26092,Drug,2257X1636,Bromfenac,DB00963,For the treatment of postoperative inflammation in patients who have undergone cataract extraction.,91714-94-2
26093,Drug,2257X1749,Fluspirilene,,Used for the treatment of schizophrenia.,1841-19-6
26094,Drug,2257X1894,DL-Methylephedrine,,Used as an antitussive and decongestant [L2834].,1201-56-5
26095,Drug,2258X1632,Loperamide,DB00836,For the control and symptomatic relief of acute nonspecific diarrhea and of chronic diarrhea associated with inflammatory bowel disease or gastroenteritis. Also used for reducing the volume of discharge from ileostomies.,53179-11-6
26096,Drug,2259X1625,Bisoprolol,DB00612,"For management of heart failure, angina pectoris, and mild to moderate hypertension and for secondary prevention of myocardial infarction (MI).",66722-44-9
26097,Drug,2259X1819,Flavone,DB07776,,525-82-6
26098,Drug,2259X1853,Macitentan,,Macitentan is indicated for patients with pulmonary arterial hypertension.,441798-33-0
26099,Drug,2260X1789,Difluprednate,,For the treatment of inflammation and pain associated with ocular surgery.,23674-86-4
26100,Drug,2261X1619,Promazine,DB00420,Used as an adjunct for short term treatment of moderate and severe psychomotor agitation. Also used to treat agitation or restlessness in the elderly.,58-40-2
26101,Drug,2262X1611,Lovastatin,DB00227,"For management as an adjunct to diet to reduce elevated total-C, LDL-C, apo B, and TG levels in patients with primary hypercholesterolemia and mixed dyslipidemia. For primary prevention of coronary heart disease and to slow progression of coronary atherosclerosis in patients with coronary heart disease.",75330-75-5
26102,Drug,2262X1953,SC-236,,,170569-86-5
26103,Drug,2264X1605,Immune Globulin Human,DB00028,"IVIg is used in the treatment of immunodeficiencies, as well as autoimmune and inflammatory disorders. These indications includes idiopathic thrombocytopenic purpura, Kawasaki disease, hypogammaglobulinemia, B cell chronic lymphocytic leukemia, bone marrow transplant complications, Guillain-Barré syndrome, chronic inflammatory demyelinating polyneuropathy (CIDP), multiple sclerosis, rheumatoid arthritis, myesthenia gravis, Wiskott–Aldrich syndrome and inflammatory skin diseases.",9007-83-4
26104,Drug,2264X1639,Pioglitazone,DB01132,Pioglitazone is indicated as an adjunct to diet and exercise to improve glycemic control in adults with type 2 diabetes mellitus [FDA Label].,111025-46-8
26105,Drug,2264X1906,Avelumab,,Indicated for the treatment of adults and pediatric patients 12 years and older with metastatic Merkel cell carcinoma (MCC).,1537032-82-8
26106,Drug,2265X1635,Cromoglicic acid,DB01003,"For the management of patients with bronchial asthma. Also used in the treatment of vernal keratoconjunctivitis, vernal conjunctivitis, and vernal keratitis.",16110-51-3
26107,Drug,2265X1860,Niguldipine,,,113165-32-5
26108,Drug,1866X1626,Cinalukast,DB00587,For Protection against second- phase inflamation in exercise-induced bronchoconstriction and Asthma.,128312-51-6
26109,Drug,1866X1819,Emodin,DB07715,,518-82-1
