:ID,:LABEL,namespace:string,species:float,involved_other:string,default:string,bel:string,name:string,involved_genes:string
26946,Activity,,10116.0,,,"act(complex(p(RGD:""Itga1""),p(RGD:""Itgb1"")))",,Itgb1;Itga1
26947,Activity,,9606.0,,,"act(p(HGNC:""PLCG1""))",,PLCG1
26948,Activity,,10090.0,,cat,"act(p(MGI:""Gcnt1""),ma(cat))",,Gcnt1
26949,Activity,,9606.0,,cat,"act(p(HGNC:""DOLK""),ma(cat))",,DOLK
26950,Activity,,10090.0,,cat,"act(p(MGI:""Cyp2r1""),ma(cat))",,Cyp2r1
26951,Activity,,9606.0,,cat,"act(p(HGNC:""RBKS""),ma(cat))",,RBKS
26952,Activity,,10090.0,,,"act(p(MGI:""Mavs""))",,Mavs
26953,Activity,GO,9606.0,ubiquitin protein ligase activity,,"act(p(HGNC:""BTRC""),ma(GO:""ubiquitin protein ligase activity""))",ubiquitin protein ligase activity,BTRC
26954,Activity,,10116.0,,,"act(p(RGD:""Runx2""))",,Runx2
26955,Activity,,9606.0,,,"act(p(HGNC:""CD247""))",,CD247
26956,Activity,,10090.0,,,"act(p(MGI:""Map4k3""))",,Map4k3
26957,Activity,,,,,"act(p(KEGG:""hsa:102723407""))",,hsa:102723407
26958,Activity,,10090.0,,,"act(p(MGI:""Apaf1""))",,Apaf1
26959,Activity,,9606.0,,cat,"act(p(HGNC:""ACHE""),ma(cat))",,ACHE
26960,Activity,,9606.0,,,"act(p(HGNC:""SOD2""))",,SOD2
26961,Activity,,10116.0,,,"act(complex(p(RGD:""Itgb1""),composite(p(RGD:""Itga2""),p(RGD:""Itga2b""),p(RGD:""Itga3""),p(RGD:""Itga6""),p(RGD:""Itgav""))))",,Itga2b;Itgb1;Itga3;Itga2;Itga6;Itgav
26962,Activity,GO,9606.0,calcium-induced calcium release activity,,"act(p(HGNC:""CHRNA7""),ma(GO:""calcium-induced calcium release activity""))",calcium-induced calcium release activity,CHRNA7
26963,Activity,,10116.0,,cat,"act(p(RGD:""Pla2g16""),ma(cat))",,Pla2g16
26964,Activity,,9606.0,,,"act(p(HGNC:""TNFRSF8""))",,TNFRSF8
26965,Activity,,10116.0,,,"act(complex(p(RGD:""Cdk1""),composite(p(RGD:""Ccnb1""),p(RGD:""Ccnb2""),p(RGD:""LOC100364016""))))",,Ccnb2;Ccnb1;Cdk1;LOC100364016
26966,Activity,,9606.0,,cat,"act(p(HGNC:""ACAD8""),ma(cat))",,ACAD8
26967,Activity,,,,,"act(p(CONSO:""CDK5R1 p25""))",,CDK5R1 p25
26968,Activity,,10090.0,,,"act(p(MGI:""Traf2""))",,Traf2
26969,Activity,,,,,"act(p(HGNCGENEFAMILY:""NF-kappa B complex subunits""))",,NF-kappa B complex subunits
26970,Activity,,10116.0,,cat,"act(p(RGD:""Fh""),ma(cat))",,Fh
26971,Activity,,9606.0,,,"act(complex(p(HGNC:""TP53""),composite(p(HGNC:""SUMO1""),p(HGNC:""SUMO2""),p(HGNC:""SUMO3""),p(HGNC:""SUMO4""))))",,SUMO1;SUMO3;SUMO2;SUMO4;TP53
26972,Activity,,10116.0,,,"act(p(RGD:""Ntrk3""))",,Ntrk3
26973,Activity,,9606.0,,cat,"act(p(HGNC:""PHGDH""),ma(cat))",,PHGDH
26974,Activity,,10090.0,,,"act(complex(p(MGI:""Grb2""),p(MGI:""Ptpn11"")))",,Ptpn11;Grb2
26975,Activity,,9606.0,,cat,"act(p(HGNC:""EPHX1""),ma(cat))",,EPHX1
26976,Activity,,,,,"act(p(SFAM:""NTRK Family""))",,NTRK Family
26977,Activity,,10116.0,,,"act(p(RGD:""Zbtb17""))",,Zbtb17
26978,Activity,GO,9606.0,mRNA binding,,"act(p(HGNC:""TARDBP""),ma(GO:""mRNA binding""))",mRNA binding,TARDBP
26979,Activity,,10090.0,,cat,"act(p(MGI:""Khk""),ma(cat))",,Khk
26980,Activity,,9606.0,,,"act(p(HGNC:""IL4R""))",,IL4R
26981,Activity,,10116.0,,,"act(p(RGD:""Cdk1""))",,Cdk1
26982,Activity,,9606.0,,,"act(p(HGNC:""PTPN2""))",,PTPN2
26983,Activity,,9606.0,,,"act(p(HGNC:""DAPK1"",pmod(Ph)))",,DAPK1
26984,Activity,,10090.0,,,"act(p(MGI:""Calhm1""))",,Calhm1
26985,Activity,GO,,serotonin receptor activity;metergoline,,"act(a(CHEBI:""metergoline""),ma(GO:""serotonin receptor activity""))",serotonin receptor activity,
26986,Activity,,10090.0,,,"act(p(MGI:""Plce1""))",,Plce1
26987,Activity,,9606.0,,,"act(p(HGNC:""MAP4K2""))",,MAP4K2
26988,Activity,,10116.0,,cat,"act(p(RGD:""Alg6""),ma(cat))",,Alg6
26989,Activity,,9606.0,,,"act(p(HGNC:""S1PR1""))",,S1PR1
26990,Activity,,10090.0,,,"act(p(MGI:""Mtmr14""))",,Mtmr14
26991,Activity,,9606.0,,,"act(p(HGNC:""ADRA2A""))",,ADRA2A
26992,Activity,,10116.0,,cat,"act(p(RGD:""Gck""),ma(cat))",,Gck
26993,Activity,GO,9606.0,ATPase activity,,"act(p(HGNC:""HSPA8""),ma(GO:""ATPase activity""))",ATPase activity,HSPA8
26994,Activity,,10090.0,,,"act(p(MGI:""Rab5a""))",,Rab5a
26995,Activity,,9606.0,,,"act(complex(p(HGNC:""IL2RG""),p(HGNC:""IL9R"")))",,IL2RG;IL9R
26996,Activity,,10090.0,,cat,"act(p(MGI:""Gpcpd1""),ma(cat))",,Gpcpd1
26997,Activity,,7227.0,,,"act(complex(p(FLYBASE:""Mer""),p(FLYBASE:""kibra"")))",,kibra;Mer
26998,Activity,,,NMDA selective glutamate receptor complex,,"act(complex(GO:""NMDA selective glutamate receptor complex""))",,
26999,Activity,,9606.0,,,"act(p(HGNC:""CTSB""))",,CTSB
27000,Activity,,10116.0,,,"act(complex(p(RGD:""Cdk1""),composite(p(RGD:""Ccnb1""),p(RGD:""Ccnb2""),p(RGD:""Ccnb3""),p(RGD:""LOC100364016""))))",,Ccnb2;Ccnb3;Ccnb1;Cdk1;LOC100364016
27001,Activity,,9606.0,,cat,"act(p(HGNC:""RENBP""),ma(cat))",,RENBP
27002,Activity,,10116.0,,cat,"act(p(RGD:""Cryl1""),ma(cat))",,Cryl1
27003,Activity,,7227.0,,cat,"act(p(FLYBASE:""Gss1""),ma(cat))",,Gss1
27004,Activity,,10090.0,,cat,"act(p(MGI:""Ippk""),ma(cat))",,Ippk
27005,Activity,,9606.0,,,"act(p(HGNC:""RUBCN""))",,RUBCN
27006,Activity,,,PP2A Complex,,"act(complex(SCOMP:""PP2A Complex""))",,
27007,Activity,,10116.0,,cat,"act(p(RGD:""Dao""),ma(cat))",,Dao
27008,Activity,,,,kin,"act(p(FPLX:""mTORC1""),ma(kin))",,mTORC1
27009,Activity,,10116.0,,cat,"act(p(RGD:""Mgat1""),ma(cat))",,Mgat1
27010,Activity,,9606.0,,,"act(p(HGNC:""IL13RA1""))",,IL13RA1
27011,Activity,,10090.0,,,"act(p(MGI:""Tigit""))",,Tigit
27012,Activity,,9606.0,,,"act(p(HGNC:""E2F3""))",,E2F3
27013,Activity,GOBP,9606.0,membrane protein ectodomain proteolysis,,"act(p(HGNC:""TREM2""),ma(GOBP:""membrane protein ectodomain proteolysis""))",membrane protein ectodomain proteolysis,TREM2
27014,Activity,,10116.0,,,"act(complex(p(RGD:""Ifnar1""),p(RGD:""Ifnar2"")))",,Ifnar2;Ifnar1
27015,Activity,,,Brain,,"act(a(MESH:""Brain""))",,
27016,Activity,,10116.0,,cat,"act(p(RGD:""Th""),ma(cat))",,Th
27017,Activity,,9606.0,,,"act(p(HGNC:""PDX1""))",,PDX1
27018,Activity,,10116.0,,cat,"act(p(RGD:""Ch25h""),ma(cat))",,Ch25h
27019,Activity,,7227.0,,cat,"act(p(FLYBASE:""CG4752""),ma(cat))",,CG4752
27020,Activity,,10090.0,,cat,"act(p(MGI:""B4galt6""),ma(cat))",,B4galt6
27021,Activity,,7227.0,,cat,"act(p(FLYBASE:""phm""),ma(cat))",,phm
27022,Activity,,9606.0,,,"act(p(HGNC:""FOS""))",,FOS
27023,Activity,,10116.0,,cat,"act(p(RGD:""Abat""),ma(cat))",,Abat
27024,Activity,,9606.0,,,"act(p(HGNC:""CDK4""))",,CDK4
27025,Activity,,10090.0,,,"act(p(MGI:""Trpv3""))",,Trpv3
27026,Activity,,9606.0,,,"act(p(HGNC:""CCR7""))",,CCR7
27027,Activity,,10090.0,,,"act(p(MGI:""Pga5""))",,Pga5
27028,Activity,,9606.0,,,"act(p(HGNC:""CCNG1""))",,CCNG1
27029,Activity,GOBP,9606.0,protein localization to lipid particle,,"act(p(HGNC:""TREM2""),ma(GOBP:""protein localization to lipid particle""))",protein localization to lipid particle,TREM2
27030,Activity,,10116.0,,,"act(p(RGD:""Xcr1""))",,Xcr1
27031,Activity,,,,,"act(p(MESH:""Membrane Transport Proteins""))",,Membrane Transport Proteins
27032,Activity,,10116.0,,,"act(p(RGD:""Irf1""))",,Irf1
27033,Activity,,7227.0,,cat,"act(p(FLYBASE:""CG7550""),ma(cat))",,CG7550
27034,Activity,,10090.0,,cat,"act(p(MGI:""Upb1""),ma(cat))",,Upb1
27035,Activity,,7227.0,,cat,"act(p(FLYBASE:""tzn""),ma(cat))",,tzn
27036,Activity,,10090.0,,cat,"act(p(MGI:""Coasy""),ma(cat))",,Coasy
27037,Activity,,9606.0,,cat,"act(p(HGNC:""KYNU""),ma(cat))",,KYNU
27038,Activity,,9606.0,,,"act(p(HGNC:""NOS3""))",,NOS3
27039,Activity,,10116.0,,cat,"act(p(RGD:""Tpmt""),ma(cat))",,Tpmt
27040,Activity,,9606.0,,,"act(p(HGNC:""PPP1R8""))",,PPP1R8
27041,Activity,,10090.0,,cat,"act(p(MGI:""Fh1""),ma(cat))",,Fh1
27042,Activity,,9606.0,,,"act(complex(p(HGNC:""CCND1""),p(HGNC:""CDK4"")))",,CCND1;CDK4
27043,Activity,,10116.0,,,"act(p(RGD:""Lpin1""))",,Lpin1
27044,Activity,,9606.0,,cat,"act(p(HGNC:""AMT""),ma(cat))",,AMT
27045,Activity,,10090.0,,,"act(p(MGI:""Pparg""))",,Pparg
27046,Activity,,7227.0,,cat,"act(p(FLYBASE:""Pfrx""),ma(cat))",,Pfrx
27047,Activity,,10116.0,,,"act(p(RGD:""Acp1""))",,Acp1
27048,Activity,,10116.0,,,"act(p(RGD:""Smpd1""))",,Smpd1
27049,Activity,,,hydrogen peroxide,,"act(a(CHEBI:""hydrogen peroxide""))",,
27050,Activity,,10116.0,,,"act(p(RGD:""Ddit3""))",,Ddit3
27051,Activity,,9606.0,,cat,"act(p(HGNC:""ACADM""),ma(cat))",,ACADM
27052,Activity,,10090.0,,,"act(p(MGI:""Casp6""))",,Casp6
27053,Activity,,9606.0,,cat,"act(p(HGNC:""PDXK""),ma(cat))",,PDXK
27054,Activity,,10090.0,,,"act(p(MGI:""Tnfrsf4""))",,Tnfrsf4
27055,Activity,,9606.0,,,"act(p(HGNC:""GJA1""))",,GJA1
27056,Activity,,9606.0,,,"act(p(HGNC:""RBPJL""))",,RBPJL
27057,Activity,,10116.0,,cat,"act(p(RGD:""Lap3""),ma(cat))",,Lap3
27058,Activity,,10090.0,,,"act(p(MGI:""Drd1""))",,Drd1
27059,Activity,,10090.0,,,"act(p(MGI:""Sgk1""))",,Sgk1
27060,Activity,,9606.0,,,"act(p(HGNC:""RALGDS""))",,RALGDS
27061,Activity,,10116.0,,cat,"act(p(RGD:""Cerk""),ma(cat))",,Cerk
27062,Activity,,9606.0,,,"act(p(HGNC:""IL21R""))",,IL21R
27063,Activity,,10090.0,,cat,"act(p(MGI:""Lta4h""),ma(cat))",,Lta4h
27064,Activity,,10116.0,,,"act(p(RGD:""Map3k5""))",,Map3k5
27065,Activity,,,tricarboxylic acid cycle enzyme complex,,"act(complex(GO:""tricarboxylic acid cycle enzyme complex""))",,
27066,Activity,,10116.0,,cat,"act(p(RGD:""Gcdh""),ma(cat))",,Gcdh
27067,Activity,,9606.0,,,"act(p(HGNC:""PTK2B""))",,PTK2B
27068,Activity,,10116.0,,cat,"act(p(RGD:""B3galnt2""),ma(cat))",,B3galnt2
27069,Activity,,9606.0,,,"act(p(HGNC:""LHCGR""))",,LHCGR
27070,Activity,,10090.0,,,"act(p(MGI:""Ackr3""))",,Ackr3
27071,Activity,,7227.0,,cat,"act(p(FLYBASE:""DhpD""),ma(cat))",,DhpD
27072,Activity,,9606.0,,,"act(p(HGNC:""NAT8""))",,NAT8
27073,Activity,,10090.0,,,"act(p(MGI:""Mchr1""))",,Mchr1
27074,Activity,,,,,"act(p(FPLX:""ERK""))",,ERK
27075,Activity,,10116.0,,cat,"act(p(RGD:""Camkmt""),ma(cat))",,Camkmt
27076,Activity,,9606.0,,,"act(p(HGNC:""PXN""))",,PXN
27077,Activity,,9606.0,,,"act(p(HGNC:""RAPGEF1""))",,RAPGEF1
27078,Activity,,10090.0,,,"act(p(MGI:""Eda2r""))",,Eda2r
27079,Activity,,9606.0,,,"act(complex(p(HGNC:""FZR1""),composite(p(HGNC:""ANAPC1""),p(HGNC:""ANAPC10""),p(HGNC:""ANAPC11""),p(HGNC:""ANAPC13""),p(HGNC:""ANAPC2""),p(HGNC:""ANAPC4""),p(HGNC:""ANAPC5""),p(HGNC:""ANAPC7""),p(HGNC:""CDC16""),p(HGNC:""CDC23""),p(HGNC:""CDC26""),p(HGNC:""CDC27""))))",,ANAPC13;ANAPC7;ANAPC10;ANAPC11;FZR1;CDC23;CDC26;CDC16;CDC27;ANAPC4;ANAPC5;ANAPC1;ANAPC2
27080,Activity,,9606.0,,,"act(p(HGNC:""KLC1""))",,KLC1
27081,Activity,,10090.0,,,"act(p(MGI:""Mdm2""))",,Mdm2
27082,Activity,,10116.0,,,"act(p(RGD:""Drd1""))",,Drd1
27083,Activity,,10090.0,,cat,"act(p(MGI:""Tpi1""),ma(cat))",,Tpi1
27084,Activity,,9606.0,,,"act(p(HGNC:""NEDD4L""))",,NEDD4L
27085,Activity,,10116.0,,,"act(p(RGD:""Trpm8""))",,Trpm8
27086,Activity,,9606.0,,cat,"act(p(HGNC:""ALDH4A1""),ma(cat))",,ALDH4A1
27087,Activity,,10090.0,,cat,"act(p(MGI:""Pigf""),ma(cat))",,Pigf
27088,Activity,,10116.0,,,"act(p(RGD:""Myd88""))",,Myd88
27089,Activity,,,,,"act(p(ECCODE:""2.7.12.2""))",,2.7.12.2
27090,Activity,,10116.0,,,"act(p(RGD:""Nedd4""))",,Nedd4
27091,Activity,,9606.0,,,"act(p(HGNC:""ARHGEF7""))",,ARHGEF7
27092,Activity,,10090.0,,,"act(complex(p(MGI:""Il21r""),p(MGI:""Il2rg"")))",,Il2rg;Il21r
27093,Activity,,9606.0,,cat,"act(p(HGNC:""BBOX1""),ma(cat))",,BBOX1
27094,Activity,,,,,"act(p(SFAM:""PPP3C Family""))",,PPP3C Family
27095,Activity,,10090.0,,cat,"act(p(MGI:""Nnmt""),ma(cat))",,Nnmt
27096,Activity,,,calcium(2+),,"act(a(CHEBI:""calcium(2+)"",loc(GO:""intracellular"")))",,
27097,Activity,,10090.0,,,"act(p(MGI:""Rad51c""))",,Rad51c
27098,Activity,,9606.0,,,"act(p(HGNC:""MAP3K3""))",,MAP3K3
27099,Activity,,10090.0,,,"act(complex(p(MGI:""Atg101""),p(MGI:""Atg13""),p(MGI:""Rb1cc1""),p(MGI:""Ulk1"")))",,Atg101;Ulk1;Rb1cc1;Atg13
27100,Activity,,9606.0,,cat,"act(p(HGNC:""B3GALNT2""),ma(cat))",,B3GALNT2
27101,Activity,,10090.0,,,"act(complex(p(MGI:""Il3ra""),composite(p(MGI:""Csf2rb""),p(MGI:""Csf2rb2""))))",,Csf2rb2;Csf2rb;Il3ra
27102,Activity,,9606.0,,,"act(p(HGNC:""NFX1""))",,NFX1
27103,Activity,,10090.0,,,"act(p(MGI:""Foxo1""))",,Foxo1
27104,Activity,,9606.0,,,"act(complex(p(HGNC:""CHRNA4""),p(HGNC:""CHRNA5""),p(HGNC:""CHRNB2"")))",,CHRNB2;CHRNA5;CHRNA4
27105,Activity,,10116.0,,cat,"act(p(RGD:""Pgm3""),ma(cat))",,Pgm3
27106,Activity,,9606.0,,,"act(p(HGNC:""CDK2""))",,CDK2
27107,Activity,,10116.0,,,"act(p(RGD:""Cd80""))",,Cd80
27108,Activity,,7227.0,,cat,"act(p(FLYBASE:""fh""),ma(cat))",,fh
27109,Activity,,10116.0,,,"act(p(RGD:""Eif2ak2""))",,Eif2ak2
27110,Activity,,10090.0,,cat,"act(p(MGI:""Th""),ma(cat))",,Th
27111,Activity,,,cholesteryl ester,,"act(a(CHEBI:""cholesteryl ester""))",,
27112,Activity,,10090.0,,,"act(p(MGI:""Itgb1""))",,Itgb1
27113,Activity,,10116.0,,,"act(p(RGD:""Sipa1""))",,Sipa1
27114,Activity,,7227.0,,cat,"act(p(FLYBASE:""Aldh7A1""),ma(cat))",,Aldh7A1
27115,Activity,,10090.0,,,"act(p(MGI:""Bmpr1a""))",,Bmpr1a
27116,Activity,,9606.0,,,"act(p(HGNC:""CDC6""))",,CDC6
27117,Activity,,9606.0,,tscript,"act(p(HGNC:""MYT1""),ma(tscript))",,MYT1
27118,Activity,,10090.0,,,"act(complex(p(MGI:""Ar""),p(MGI:""Ar"")))",,Ar
27119,Activity,,9606.0,,,"act(p(HGNC:""SLC18A3""))",,SLC18A3
27120,Activity,,10090.0,,cat,"act(p(MGI:""Cth""),ma(cat))",,Cth
27121,Activity,,10090.0,,,"act(complex(p(MGI:""Rad21""),p(MGI:""Smc3""),composite(p(MGI:""Smc1a""),p(MGI:""Smc1b"")),composite(p(MGI:""Stag1""),p(MGI:""Stag2""))))",,Rad21;Stag2;Smc1a;Stag1;Smc3;Smc1b
27122,Activity,,9606.0,,,"act(p(HGNC:""CLEC4D""))",,CLEC4D
27123,Activity,,10090.0,,cat,"act(p(MGI:""Pigw""),ma(cat))",,Pigw
27124,Activity,,10090.0,,,"act(p(MGI:""Gper1""))",,Gper1
27125,Activity,,9606.0,,,"act(p(HGNC:""ACTA2""))",,ACTA2
27126,Activity,,10116.0,,cat,"act(p(RGD:""Txndc12""),ma(cat))",,Txndc12
27127,Activity,,,,kin,"act(p(FPLX:""SRC""),ma(kin))",,SRC
27128,Activity,,10116.0,,cat,"act(p(RGD:""Galk1""),ma(cat))",,Galk1
27129,Activity,,9606.0,,,"act(p(HGNC:""CDC20""))",,CDC20
27130,Activity,,10116.0,,,"act(p(RGD:""Sele""))",,Sele
27131,Activity,,9606.0,,,"act(complex(p(HGNC:""DNM2""),composite(p(HGNC:""AMPH""),p(HGNC:""BIN1""))))",,BIN1;AMPH;DNM2
27132,Activity,,10090.0,,,"act(p(MGI:""Brca1""))",,Brca1
27133,Activity,,10090.0,,,"act(p(MGI:""Igf1r""))",,Igf1r
27134,Activity,,,,,"act(p(HGNCGENEFAMILY:""Glutamate ionotropic receptor NMDA type subunits""))",,Glutamate ionotropic receptor NMDA type subunits
27135,Activity,,10090.0,,,"act(complex(p(MGI:""Itgax""),composite(p(MGI:""Itgb2""),p(MGI:""Itgb2l""))))",,Itgb2l;Itgb2;Itgax
27136,Activity,,,"1-phosphatidyl-1D-myo-inositol 3,4,5-trisphosphate",,"act(a(CHEBI:""1-phosphatidyl-1D-myo-inositol 3,4,5-trisphosphate""))",,
27137,Activity,,10116.0,,,"act(p(RGD:""Baiap2""))",,Baiap2
27138,Activity,,9606.0,,cat,"act(p(HGNC:""SULT2B1""),ma(cat))",,SULT2B1
27139,Activity,,10090.0,,,"act(p(MGI:""Thbd""))",,Thbd
27140,Activity,,9606.0,,,"act(p(HGNC:""F8""))",,F8
27141,Activity,,9606.0,,,"act(p(HGNC:""FADD""))",,FADD
27142,Activity,,10090.0,,,"act(p(MGI:""Smo""))",,Smo
27143,Activity,,,,,"act(p(MESH:""Receptors, Nicotinic""))",,"Receptors, Nicotinic"
27144,Activity,,10116.0,,cat,"act(p(RGD:""Npl""),ma(cat))",,Npl
27145,Activity,,9606.0,,,"act(complex(p(HGNC:""CDK1""),composite(p(HGNC:""SPDYA""),p(HGNC:""SPDYC""),p(HGNC:""SPDYE1""),p(HGNC:""SPDYE11""),p(HGNC:""SPDYE16""),p(HGNC:""SPDYE17""),p(HGNC:""SPDYE18""),p(HGNC:""SPDYE2""),p(HGNC:""SPDYE2B""),p(HGNC:""SPDYE3""),p(HGNC:""SPDYE4""),p(HGNC:""SPDYE5""),p(HGNC:""SPDYE6""))))",,SPDYE11;SPDYC;SPDYE16;SPDYE4;SPDYE17;SPDYE3;SPDYE18;SPDYE6;SPDYE5;SPDYE2B;SPDYE2;SPDYE1;SPDYA;CDK1
27146,Activity,,10116.0,,,"act(p(RGD:""Vcam1""))",,Vcam1
27147,Activity,,7227.0,,cat,"act(p(FLYBASE:""CG3803""),ma(cat))",,CG3803
27148,Activity,,10090.0,,,"act(p(MGI:""Edn1""))",,Edn1
27149,Activity,,,Synapses,,"act(a(MESH:""Synapses""))",,
27150,Activity,,10090.0,,,"act(p(MGI:""Casp12""))",,Casp12
27151,Activity,,7227.0,,cat,"act(p(FLYBASE:""CG1427""),ma(cat))",,CG1427
27152,Activity,,10116.0,,,"act(p(RGD:""Tbx3""))",,Tbx3
27153,Activity,,7227.0,,cat,"act(p(FLYBASE:""NANS""),ma(cat))",,NANS
27154,Activity,,10116.0,,,"act(p(RGD:""Ryr3""))",,Ryr3
27155,Activity,,9606.0,,,"act(p(HGNC:""LPIN1""))",,LPIN1
27156,Activity,,10090.0,,,"act(p(MGI:""Rxra""))",,Rxra
27157,Activity,,10116.0,,,"act(p(RGD:""Csf1r""))",,Csf1r
27158,Activity,,9606.0,,,"act(p(HGNC:""TFDP1""))",,TFDP1
27159,Activity,,10090.0,,,"act(complex(p(MGI:""Itga10""),p(MGI:""Itgb1"")))",,Itga10;Itgb1
27160,Activity,,9606.0,,cat,"act(p(HGNC:""PSTK""),ma(cat))",,PSTK
27161,Activity,,10116.0,,cat,"act(p(RGD:""Ppox""),ma(cat))",,Ppox
27162,Activity,,9606.0,,cat,"act(p(HGNC:""GNS""),ma(cat))",,GNS
27163,Activity,,10116.0,,,"act(p(RGD:""Adcy10""))",,Adcy10
27164,Activity,,7227.0,,cat,"act(p(FLYBASE:""Cyp18a1""),ma(cat))",,Cyp18a1
27165,Activity,,10090.0,,,"act(p(MGI:""Abcc1""))",,Abcc1
27166,Activity,,10090.0,,,"act(p(MGI:""Il1r1""))",,Il1r1
27167,Activity,,9606.0,,,"act(p(HGNC:""ZNF45""))",,ZNF45
27168,Activity,,10090.0,,,"act(p(MGI:""Notch3""))",,Notch3
27169,Activity,,9606.0,,,"act(p(HGNC:""PLIN1""))",,PLIN1
27170,Activity,,10116.0,,,"act(p(RGD:""Diaph1""))",,Diaph1
27171,Activity,,9606.0,,kin,"act(p(HGNC:""MAPK3""),ma(kin))",,MAPK3
27172,Activity,,,Astrocytes,,"act(a(MESH:""Astrocytes""))",,
27173,Activity,,10090.0,,,"act(p(MGI:""Ptpn1""))",,Ptpn1
27174,Activity,,9606.0,,cat,"act(p(HGNC:""ACACA""),ma(cat))",,ACACA
27175,Activity,,10116.0,,cat,"act(p(RGD:""Fah""),ma(cat))",,Fah
27176,Activity,,7227.0,,cat,"act(p(FLYBASE:""Hcs""),ma(cat))",,Hcs
27177,Activity,,10116.0,,,"act(p(RGD:""Map3k2""))",,Map3k2
27178,Activity,,10116.0,,,"act(p(RGD:""Ctnnb1""))",,Ctnnb1
27179,Activity,,9606.0,,tport,"act(p(HGNC:""GGA1""),ma(tport))",,GGA1
27180,Activity,,10090.0,,,"act(p(MGI:""Gnrhr""))",,Gnrhr
27181,Activity,,,Neuroglia,,"act(a(MESH:""Neuroglia""))",,
27182,Activity,,10116.0,,,"act(p(RGD:""Tgm2""))",,Tgm2
27183,Activity,,9606.0,,,"act(complex(p(HGNC:""IRAK1""),p(HGNC:""IRAK4""),p(HGNC:""TRAF6"")))",,IRAK1;TRAF6;IRAK4
27184,Activity,,10090.0,,,"act(p(MGI:""Cdc6""))",,Cdc6
27185,Activity,,9606.0,,cat,"act(p(HGNC:""NAT8L""),ma(cat))",,NAT8L
27186,Activity,,10090.0,,cat,"act(p(MGI:""Pigh""),ma(cat))",,Pigh
27187,Activity,,10090.0,,cat,"act(p(MGI:""Blvrb""),ma(cat))",,Blvrb
27188,Activity,,,amyloid-beta,,"act(a(CHEBI:""amyloid-beta""))",,
27189,Activity,,10116.0,,,"act(complex(p(RGD:""Ikbke""),p(RGD:""Tbk1"")))",,Tbk1;Ikbke
27190,Activity,,9606.0,,cat,"act(p(HGNC:""ACADVL""),ma(cat))",,ACADVL
27191,Activity,,10090.0,,,"act(complex(p(MGI:""Ripk1""),p(MGI:""Tradd""),p(MGI:""Traf2"")))",,Tradd;Traf2;Ripk1
27192,Activity,,9606.0,,,"act(complex(p(HGNC:""ARNTL""),composite(p(HGNC:""CLOCK""),p(HGNC:""NPAS2""))))",,CLOCK;NPAS2;ARNTL
27193,Activity,,10090.0,,,"act(complex(p(MGI:""Il10rb""),p(MGI:""Il22ra1"")))",,Il22ra1;Il10rb
27194,Activity,,9606.0,,cat,"act(p(HGNC:""CSAD""),ma(cat))",,CSAD
27195,Activity,,9606.0,,,"act(p(HGNC:""RELN""))",,RELN
27196,Activity,,10090.0,,cat,"act(p(MGI:""Qprt""),ma(cat))",,Qprt
27197,Activity,,10090.0,,,"act(p(MGI:""Chrm1""))",,Chrm1
27198,Activity,,10090.0,,,"act(p(MGI:""Rad51""))",,Rad51
27199,Activity,,9606.0,,,"act(p(HGNC:""ZBTB17""))",,ZBTB17
27200,Activity,,10116.0,,cat,"act(p(RGD:""Sgpl1""),ma(cat))",,Sgpl1
27201,Activity,,9606.0,,,"act(p(HGNC:""STIP1""))",,STIP1
27202,Activity,,10090.0,,cat,"act(p(MGI:""Tbxas1""),ma(cat))",,Tbxas1
27203,Activity,,10116.0,,,"act(p(RGD:""S1pr2""))",,S1pr2
27204,Activity,,,,,"act(p(FPLX:""p38""))",,p38
27205,Activity,,10116.0,,cat,"act(p(RGD:""Aldh9a1""),ma(cat))",,Aldh9a1
27206,Activity,,9606.0,,cat,"act(p(HGNC:""GUSB""),ma(cat))",,GUSB
27207,Activity,,10116.0,,cat,"act(p(RGD:""Fktn""),ma(cat))",,Fktn
27208,Activity,,10116.0,,,"act(p(RGD:""Rhoq""))",,Rhoq
27209,Activity,,9606.0,,,"act(p(HGNC:""PFKFB2""))",,PFKFB2
27210,Activity,,9606.0,,,"act(p(HGNC:""ERN1""))",,ERN1
27211,Activity,,10090.0,,,"act(p(MGI:""Lipe""))",,Lipe
27212,Activity,,,"Receptors, Serotonin",,"act(a(MESH:""Receptors, Serotonin""))",,
27213,Activity,,9606.0,,cat,"act(p(HGNC:""DPM3""),ma(cat))",,DPM3
27214,Activity,,10090.0,,,"act(complex(p(MGI:""Gsk3b""),composite(p(MGI:""Apc""),p(MGI:""Apc2"")),composite(p(MGI:""Axin1""),p(MGI:""Axin2""))))",,Gsk3b;Apc2;Apc;Axin1;Axin2
27215,Activity,,9606.0,,cat,"act(p(HGNC:""ALOX15""),ma(cat))",,ALOX15
27216,Activity,,10116.0,,,"act(p(RGD:""Il12rb1""))",,Il12rb1
27217,Activity,,10116.0,,cat,"act(p(RGD:""Ppcs""),ma(cat))",,Ppcs
27218,Activity,,9606.0,,,"act(p(HGNC:""MARK2""))",,MARK2
27219,Activity,,9606.0,,,"act(p(HGNC:""PECAM1""))",,PECAM1
27220,Activity,,10090.0,,,"act(p(MGI:""Ppm1b""))",,Ppm1b
